Date,AAPL,ABBV,ABT,ACN,AGN,AIG,ALL,AMGN,AMZN,AXP,BA,BAC,BIIB,BK,BLK,BMY,BRK-B,C,CAT,CELG,CHTR,CL,CMCSA,COF,COP,COST,CSCO,CVS,CVX,DHR,DIS,DUK,DWDP,EMR,EXC,F,FB,FDX,FOX,FOXA,GD,GE,GILD,GM,GOOG,GOOGL,GS,HAL,HD,HON,IBM,INTC,JNJ,JPM,KHC,KMI,KO,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,MMM,MO,MON,MRK,MS,MSFT,NEE,NKE,ORCL,OXY,PCLN,PEP,PFE,PG,PM,PYPL,QCOM,RTN,SBUX,SLB,SO,SPG,T,TGT,TWX,TXN,UNH,UNP,UPS,USB,UTX,V,VZ,WBA,WFC,WMT,XOM
2010-12-16,41.139889000000004,,19.535343,39.616226,50.401825,40.515099,26.996809000000002,49.209076,178.03999299999998,40.23679,53.97427,11.803392,67.91999799999999,25.775091,152.801086,21.378984,79.879997,44.528690000000005,76.387833,29.395,37.73,34.529548999999996,9.244856,37.02602,38.680824,57.892734999999995,16.317589,30.77795,68.773216,23.504328,33.780369,38.734623,32.017246,47.158718,30.238287,13.215129999999998,,90.15193199999999,13.325317000000002,11.919483999999999,59.654964,14.027156,17.882813,28.779921999999996,293.943176,296.151154,149.99809299999998,36.830303,30.174159999999997,45.474152000000004,120.22528799999999,16.935122,50.47567,33.307860999999995,,,26.650076000000002,27.458782,55.316452000000005,22.419823,21.545435,62.105206,18.060438,31.039158,31.915148,72.596001,17.981268,55.64869300000001,28.967802000000002,23.555492,23.217369,40.780105999999996,20.325377,27.781202,72.697037,400.27999900000003,54.007835,13.33734,51.649165999999994,44.844578000000006,,41.975491,37.294743,14.634876,70.40894300000001,27.432879999999997,71.067856,20.247168,48.288216,25.877756,27.405509999999996,32.064903,39.920466999999995,60.21289399999999,22.313451999999998,66.936211,14.40359,25.061562,32.513115,24.921959,45.781441,58.589045999999996
2010-12-17,41.057934,,19.470978,42.714565,50.489883,40.87281,27.065962,49.895554,177.580002,39.731228,54.502281,11.850532000000001,68.139999,25.740054999999998,156.214081,21.194962,79.949997,45.595821,75.887878,29.635,38.669998,34.452999,9.146644,36.654846,38.321509999999996,57.667976,16.152344,30.635456,68.333061,23.509352,33.816879,38.910099,31.644410999999998,46.877434,30.334286,13.238772,,89.051582,13.325317000000002,11.969013,59.536366,13.971903,17.57099,29.113878000000003,293.49111899999997,295.69570899999997,149.615051,36.482758000000004,30.156984,45.116566,120.599556,17.062338,50.588909,33.024826000000004,,,26.796907,27.326096000000003,55.080616000000006,22.173161,21.330460000000002,62.186188,18.225970999999998,32.085808,32.171467,72.570808,18.002883999999998,57.061977,28.684727000000002,23.763784,23.142717,41.13839,20.512159,28.873354,72.973007,400.640015,54.188556999999996,13.190180999999999,51.897403999999995,44.829575,,41.814846,37.113987,14.724689000000001,70.591187,27.512736999999998,71.608131,20.233310999999997,47.846691,26.093063,27.329898999999997,31.560652,39.440334,59.641445,22.398948999999998,66.74985500000001,14.341420999999999,24.97504,32.392437,24.872149,45.59708,58.54849599999999
2010-12-20,41.262825,,19.418678,41.330917,50.49966,41.541592,27.091897999999997,50.095421,183.28999299999998,38.368046,53.02721,11.897665,67.980003,25.801357,157.298935,21.210957999999998,79.57,45.692833,76.46978,29.639999,38.040001000000004,34.214802,9.364422,37.161812,38.869305,58.04525400000001,16.210183999999998,30.59985,68.572449,23.499308,33.826004,38.888157,31.541887,46.523827000000004,30.533661,13.278172,,89.520424,13.308805,11.911230999999999,59.307648,13.971903,17.57099,28.908367,295.60736099999997,297.82782000000003,151.448288,36.720554,30.242905,45.04845,120.192039,16.879467,50.548473,33.257923,,,26.637838000000002,27.349514000000003,54.75048100000001,22.516724,21.550248999999997,62.275223,18.111811,32.274536,32.369186,73.385826,18.132559,57.57429499999999,28.700453000000003,23.781902,23.068062,41.026917,20.562273,29.066086,73.179962,405.329987,54.467822999999996,13.298614,52.025513000000004,44.739437,,41.797939,36.941437,14.787555,71.320183,27.788586,72.70369000000001,20.1779,47.912113,26.208996,27.161863,31.6777,39.319206,59.38020699999999,22.347651000000003,66.834572,14.575083,25.047144,32.133854,24.988375,45.060741,58.589045999999996
2010-12-21,41.517672999999995,,19.310059,41.36488,50.294209,42.910225,27.55006,49.869492,184.75,39.027065,53.798267,12.237065,68.220001,26.090378,160.64518700000002,21.090944,80.489998,45.983883,77.55986800000001,29.555,38.220001,33.985115,9.501066999999999,38.184776,39.246269,58.05328000000001,16.135824,30.706703000000005,68.90451800000001,23.795683,34.072445,38.975906,31.765590999999997,46.829205,30.496737,13.388494,,89.644829,13.374854000000001,11.960756,59.460120999999994,14.129776999999999,17.27334,28.985435,299.58648700000003,301.836823,153.436569,36.848602,30.139799,45.57634,121.215019,16.776106,50.427128,34.13203,,,26.711258,27.427559000000002,54.868384999999996,22.62244,21.187773,62.226662,18.174601000000003,31.674021000000003,32.618190999999996,72.705223,18.190184,58.563637,28.448843,24.325275,23.28373,40.700489000000005,21.024673,29.148695,74.069138,407.0,53.720344999999995,13.461265,51.945454,44.397804,,42.262924,36.933234999999996,14.756126,71.545815,27.832140000000003,74.001823,20.136341,48.811474,26.366333,27.254282,31.81278,39.820969,59.49449499999999,22.70672,67.21575899999999,14.587948,25.191332,31.745977000000003,25.586103,44.960182,58.99466700000001
2010-12-22,41.640614,,19.245695,41.288475,49.912689,43.361259000000004,27.636501000000003,49.487144,184.759995,38.6479,54.15028,12.61417,67.699997,26.729716999999997,159.351746,21.074939999999998,80.139999,45.886871,77.510696,29.725,38.5,34.418964,9.479713,38.510670000000005,39.48188,58.013153,16.160603,31.125272999999996,69.437325,23.675125,34.63834,38.953959999999995,32.035896,46.628296,30.910254,13.388494,,89.338623,13.72161,12.340465,59.74813100000001,14.368454999999999,17.169394,29.901654999999998,300.78866600000003,303.048035,154.686096,36.95834,30.225716,45.738106,121.389702,16.609142000000002,50.168289,35.097721,,,26.752043,27.474401,54.514648,22.613632,20.958336,62.348071999999995,18.197429999999997,31.579629999999998,32.757328,72.864861,18.19739,58.696098,28.480288,24.814325,23.383274,41.45686,19.806023,29.056915000000004,74.935303,416.170013,53.95033299999999,13.600679000000001,52.00951,44.693886,,42.262924,37.467296999999995,14.787555,71.86689799999999,27.759544,74.016838,20.1779,49.081295000000004,26.722414,27.279490999999997,32.272007,39.83395,59.478165000000004,23.04014,67.359741,14.695135,25.364378,33.487128999999996,25.99288,44.675259000000004,59.059569999999994
2010-12-23,41.440841999999996,,19.233627,41.033821,50.548584000000005,42.249237,27.610573,49.278591,182.58999599999999,38.61179,54.527423999999996,12.312486999999999,67.220001,26.353121,157.44078100000002,21.058937,79.860001,45.401806,77.41235400000001,29.844998999999998,38.110001000000004,34.253085999999996,9.471178,38.347721,39.511337,57.989075,16.268017,30.911528000000004,70.024208,23.675125,34.410156,38.975906,32.073181,46.186287,30.932404,13.223015,,88.994171,13.622535000000001,12.233158,60.163245999999994,14.352539000000002,17.131596,29.807479999999998,300.16272000000004,302.417419,152.861984,36.876026,30.148396999999996,45.491184000000004,121.339836,16.569392999999998,50.354332,35.031124,,,26.747963000000002,27.497809999999998,54.436039,22.481486999999998,21.045095,62.307613,18.197429999999997,31.708328,32.691414,72.654823,18.175449,58.828613,28.53533,24.823376,23.474516,41.536476,19.601013000000002,28.946781,74.690002,413.190002,53.958565,13.639408999999999,52.241737,44.542057,,41.797939,37.450859,14.652841,71.61525,27.774065000000004,73.371498,20.226387,49.269325,26.755529,27.187075,32.208973,39.669585999999995,59.372051,23.099982999999998,67.34281899999999,14.733720000000002,25.551826000000002,33.780201,25.727232,44.918274,59.384071
2010-12-27,41.579151,,19.060637,40.957432,50.754025,46.176331,27.740238,49.043972,182.139999,38.864571000000005,54.267609,12.510468,66.91999799999999,26.563313,157.933105,21.202957,80.160004,46.274902000000004,77.100883,29.75,38.169998,34.202034000000005,9.437016,38.555931,39.552566999999996,57.860634,16.656334,30.858103000000003,69.591782,23.710291,34.209346999999994,39.041698,31.99861,46.025551,30.851177000000003,13.293934,,89.013275,13.457413,12.051558,60.231021999999996,14.471882999999998,17.202467000000002,29.627651,299.243713,301.491486,154.895905,36.455321999999995,30.277272999999997,45.45713,120.882332,16.569392999999998,50.095478,35.522293,,,26.539955,27.372925,54.483196,22.446248999999998,21.657263,61.878521,18.04331,31.665419,32.779301000000004,73.108536,18.065732999999998,58.925774,28.488153000000004,24.913939000000003,23.28373,41.520554,19.550902999999998,29.056915000000004,74.253098,408.23999,53.736774,13.546464000000002,51.78529,44.488903,,41.941662,37.44265,14.580987,71.52847299999999,27.788586,74.65464,20.261021,49.097637,26.722414,27.203875,32.001869,39.799347,59.437355000000004,23.185478,67.147972,15.179606,25.595097,33.581947,25.909868,44.893135,59.229942
2010-12-28,41.680316999999995,,19.064664999999998,40.728226,50.519215,45.826389,27.662439000000003,48.626881,181.08999599999999,38.629852,54.35978299999999,12.576461,66.639999,26.615856,158.058289,21.274964999999998,79.989998,46.371933,76.789452,29.719998999999998,38.310001,34.359421000000005,9.428473,38.727936,39.788166,58.366341000000006,16.813313,30.94717,70.418037,23.730383,34.099831,39.173306,32.045212,45.953224,30.984092999999998,13.18361,,89.003723,13.506951,12.010284,60.163245999999994,14.575308999999999,17.1127,30.244184000000004,297.524902,299.759766,154.312149,36.244972,30.148396999999996,45.559303,121.190102,16.601192,50.192551,35.472343,,,26.658237,27.357315000000003,54.695446,22.15554,21.644735,61.878521,18.186011999999998,31.802687,32.896477000000004,72.881683,18.102307999999997,59.279099,28.464567,25.049788,23.233960999999997,41.632015,19.664795,28.974315999999998,74.889313,404.799988,53.621765,13.623915,51.857365,44.435764,,42.153015,37.508389,14.545067999999999,71.346214,27.890207,74.256943,20.247168,48.983173,26.689284999999998,27.086258,32.163956,39.756096,59.437355000000004,23.236769,67.164932,15.162459,25.681607999999997,34.021549,25.901573000000003,45.035591,59.562538
2010-12-29,41.657269,,19.076732999999997,41.271496,50.343140000000005,44.535511,27.584640999999998,48.548683000000004,183.369995,38.693034999999995,54.519051,12.548179,66.639999,26.51952,159.23497,21.24297,79.889999,46.274902000000004,76.86320500000001,29.865,38.5,34.223312,9.372964,38.564999,40.012001,58.358315000000005,16.730694,31.08075,70.557037,23.700222,34.318882,39.107502000000004,31.905396000000003,46.089847999999996,30.696119,13.191492000000002,,88.793243,13.515207,12.026794,60.002277,14.535531,17.197742,30.843588,298.55816699999997,300.800812,152.889359,37.214424,29.976551,45.380505,121.863739,16.648895,50.257271,35.264229,,,26.694939,27.435371000000004,54.341698,22.049833,21.735353,62.331897999999995,18.180252,31.965694,32.771984,72.898491,18.073053,60.877892,28.472427000000003,24.705643,23.200781,41.45686,19.42334,28.910065000000003,75.90876800000001,405.700012,53.662842000000005,13.631661,51.569088,44.602795,,42.262924,37.344048,14.598951999999999,72.578568,27.890207,75.232437,20.302578,48.96682,26.498827000000002,27.313098999999998,32.335041,39.859916999999996,59.331238,23.151119,67.003998,15.134592000000001,25.652775,34.030159000000005,25.752136,45.320534,59.521983999999996
2010-12-30,41.448524,,19.137075,41.101723,50.21595,44.73769,27.489548,48.25322,182.75,38.377071,54.485519,12.519891000000001,66.800003,26.431942,156.898392,21.162951,79.400002,46.177902,76.936966,29.715,38.509997999999996,34.155254,9.428473,38.447311,40.05323,58.478733,16.714164999999998,31.169796,70.73465,23.690178,34.209346999999994,39.041698,31.92404,46.097881,30.629658000000003,13.152091,,88.946327,13.457413,11.960756,59.95145,14.471882999999998,17.131596,31.528609999999997,297.495087,299.729736,152.898499,37.507099,29.950777000000002,45.091019,121.988564,16.712502999999998,50.103565,35.155983,,,26.715334000000002,27.333903999999997,53.995838,22.014595,21.567601999999997,62.14569100000001,18.151451,31.90563,32.552277000000004,72.713638,17.992596,61.584534,28.315159,24.750926999999997,23.101246,41.377247,19.53495,28.717331,74.82034300000001,404.269989,53.490345,13.546464000000002,51.472992,44.405407000000004,,42.043114,37.754883,14.554049,72.344246,27.803103999999998,74.782211,20.316437,49.015881,26.556793,27.304691,32.362045,39.820969,59.331238,23.074036,66.792221,15.068135,25.638348,33.823296,25.586103,45.312145,59.513878000000005
2010-12-31,41.307659,,19.273857,41.161148,50.529015,44.807686,27.558702,47.705776,180.0,38.747208,54.69504499999999,12.576461,67.050003,26.449451,159.03466799999998,21.186956,80.110001,45.886871,76.764832,29.57,38.939999,34.185028,9.381502000000001,38.528786,40.112137,57.964977000000005,16.714164999999998,30.964972999999997,70.464355,23.705251999999998,34.236729,39.063629,31.821508,45.945183,30.747807,13.230889999999999,,88.994171,13.556489000000001,12.018539,60.112407999999995,14.55144,17.122149,31.562865999999996,295.06588700000003,297.282288,153.372726,37.342461,30.122614000000002,45.261292,122.06336999999999,16.720449,50.030762,35.314175,,,26.825459000000002,27.349514000000003,54.954848999999996,22.093874,21.605206,62.14569100000001,18.151451,31.819851,32.544964,72.511978,18.007225,61.513878000000005,28.338755,24.642254,23.151011999999998,41.393169,19.457512,28.726511,75.195892,399.549988,53.662842000000005,13.561952,51.513031,44.435764,,41.840206,38.075325,14.428309,72.46572900000001,27.752283000000002,74.65464,20.351072,49.163044,26.639601000000003,27.304691,32.515125,40.080509,59.249588,23.099729999999997,66.682098,15.087428,25.796972,33.581947,25.727232,45.194817,59.31918
2011-01-03,42.205372,,19.237648,41.246033000000004,50.37249,45.142063,27.861263,48.270603,184.220001,39.180541999999996,55.650486,13.377809,67.199997,26.983706,158.709198,21.26697,80.410004,47.536079,77.166473,30.01,38.459998999999996,33.938320000000004,9.593793,39.551758,40.194592,58.173691000000005,16.92898,31.214329,70.997208,23.715304999999997,34.51968,39.173306,32.604469,46.001453000000005,30.96933,13.593379999999998,,89.166412,13.606024,12.183627,59.273754000000004,14.543485,17.282789,31.734127,300.222351,302.47747799999996,157.83277900000002,37.269295,30.337406,46.155296,122.66221599999999,16.577341,50.815403,36.279854,,,26.601126,27.318291,54.923405,22.164351,21.29093,62.016151,18.243617999999998,32.094387,33.767948,72.92370600000001,17.919458,60.824898,28.338755,25.565994,23.209078,41.584244,19.610123,29.020204999999997,75.11927,415.98999,54.007835,13.693622,51.865364,44.542057,,42.423553000000005,38.178871,14.931251999999999,72.595901,27.890207,75.735184,20.551942999999998,49.686321,26.821779,27.497929,33.433578000000004,40.526047,59.551632,23.074036,66.91080500000001,15.117447,26.265608,33.892258,26.217039,45.722782,60.479279000000005
2011-01-04,42.42564,,19.418678,40.9744,49.902905,44.154457,27.584640999999998,49.313358,185.009995,39.677071000000005,56.103072999999995,13.424947,66.400002,26.826056,158.58403,21.202957,80.16999799999999,47.536079,76.805847,29.344998999999998,39.599998,33.891533,9.623814,39.542694,39.982555,58.061317,16.953770000000002,31.187613,70.73465,23.579613000000002,35.587582,39.370705,32.380759999999995,45.406738,31.360695,13.695823,,89.099434,13.639048,12.373482000000001,59.544823,14.806030999999999,17.476496,32.453410999999996,299.114563,301.361359,157.860077,36.171806,29.787540000000003,45.533764,122.79531100000001,16.815865,51.244125,36.804924,,,26.050512,27.341702,55.269282999999994,21.635784,21.565683,60.162147999999995,18.203293,31.828421000000002,33.562901000000004,72.82287600000001,17.839006,61.010403000000004,28.582508,25.78335,23.300323000000002,41.998264,19.127218,28.891712,74.092117,409.380005,53.728573,13.933728,52.00951,44.542057,,43.091438000000004,38.924381,14.585482,70.842857,27.948290000000004,73.49157,20.697409,49.048588,27.293789,27.447519,33.739727,40.262188,59.421040000000005,22.919868,67.020935,15.134592000000001,26.791930999999998,34.176704,26.27515,45.898769,60.763218
